noun,semantic role,gpt3-davinci_acc,gpt3-davinci_avg_LL_delta,gpt3-babbage_acc,gpt3-babbage_avg_LL_delta,text-davinci-001_acc,text-davinci-001_avg_LL_delta,bloom-1b1_acc,bloom-1b1_avg_LL_delta,bloom-3b_acc,bloom-3b_avg_LL_delta,gpt2-x_acc,gpt2-x_avg_LL_delta,bloom-560m_acc,bloom-560m_avg_LL_delta,gpt3-ada_acc,gpt3-ada_avg_LL_delta,gpt3-curie_acc,gpt3-curie_avg_LL_delta,text-davinci-003_acc,text-davinci-003_avg_LL_delta,gpt2-medium_acc,gpt2-medium_avg_LL_delta,gpt2-xl_acc,gpt2-xl_avg_LL_delta,bloom-1b7_acc,bloom-1b7_avg_LL_delta,text-ada-001_acc,text-ada-001_avg_LL_delta,gpt2-large_acc,gpt2-large_avg_LL_delta,text-curie-001_acc,text-curie-001_avg_LL_delta,text-babbage-001_acc,text-babbage-001_avg_LL_delta,bloom-7b1_acc,bloom-7b1_avg_LL_delta
lunchbox,patient,1.0,-2.416055665,1.0,-2.5792026320000003,0.5,0.12053328,1.0,-0.3515625,1.0,-1.6405029296875,0.0,1.3993873745203018,1.0,-1.25,1.0,-4.23927911,1.0,-1.090583755,1.0,-12.660509882915,1.0,-3.2944564782083035,1.0,-2.579136434942484,1.0,-0.6561279296875,1.0,-6.77438983875,1.0,-0.8492016941308975,1.0,-3.374734652,1.0,-3.2814783715,0.0,0.265625
machine,agent,0.0,-1.0890712424999998,0.0,-2.360948999875,0.875,6.677808779675,0.75,0.05078125,0.0,-2.3670425415039062,0.875,0.2517533153295516,0.0,-1.1563262939453125,0.0,-4.4917157865,0.0,-1.13769933125,0.875,7.61409603035625,0.0,-0.9996757432818412,0.0,-2.0929352529346943,0.0,-0.562591552734375,0.0,-2.948151880125,0.625,-0.0511874035000801,0.0,-3.4295419778750005,0.0,-2.8505769285,0.75,0.138671875
magazine,patient,1.0,-1.9491724066666667,1.0,-1.94192058,0.0,3.86569756,0.0,0.7705891927083334,1.0,-1.6615804036458333,0.0,1.460500051577886,1.0,-0.5000813802083334,1.0,-3.430014754,1.0,-0.91267882,1.0,-10.3800615572,1.0,-1.3450012107690177,1.0,-1.940518975257873,1.0,-0.4583333333333333,1.0,-2.04106067,0.0,0.2376712163289387,1.0,-2.818372378333333,1.0,-1.9225879616666663,0.0,0.1822916666666666
maid,agent,0.0,-1.07390342,0.0,-2.02173567,1.0,6.322336796159999,0.8,0.01875,0.0,-1.09677734375,1.0,1.671656858921051,0.0,-1.0001953125,0.0,-4.7109691078,0.0,-1.1646038099999998,1.0,14.11546113728,0.0,-1.5078338503837585,0.0,-2.381900410354137,0.6,-0.01875,0.0,-2.784756504,0.8,0.3796235978603363,0.0,-2.6561598662,0.0,-3.3685956070000005,1.0,0.2125
make,patient,1.0,-0.7198982233333333,1.0,-2.2459583713333333,0.0,5.851166774133333,0.0,0.3854166666666667,1.0,-1.6039225260416667,0.0,1.106201171875,0.6666666666666666,-0.1666666666666666,1.0,-3.0542478700000006,1.0,-0.7131589900000002,1.0,-8.728922150233332,1.0,-0.6186218162377676,1.0,-2.6362454220652576,0.0,0.42724609375,1.0,-2.958342,0.0,0.5218019684155782,1.0,-2.3854812866666664,1.0,-0.7597818,0.0,0.3907877604166667
man,agent,0.0,-1.699057956,0.0,-2.216127712,0.8,2.4711804602000003,0.8,-0.003125,0.0,-1.9189697265625,0.0,-0.5496658325195313,0.0,-1.2503173828125,0.0,-3.3573656088,0.0,-1.177991454,1.0,12.383844428200002,0.0,-0.7633453607559204,0.0,-2.095930148661137,0.0,-0.11875,0.6,0.7581821,0.6,0.1147390365600585,0.0,-4.2676829612,0.0,-4.574343304200001,0.8,0.184375
marble,patient,1.0,-1.5108189266666667,1.0,-2.6081185566666667,0.0,2.333506246666667,1.0,-0.2916666666666667,1.0,-1.8130289713541667,0.0,0.5600509444872538,1.0,-1.9999593098958333,1.0,-4.603821320333334,1.0,-0.8997840966666666,0.0,2.8785619296666667,1.0,-3.727294954160849,1.0,-2.769091573854288,1.0,-1.135498046875,1.0,-4.4695900633333325,1.0,-0.8942680458227793,1.0,-2.69218306,1.0,-3.24325286,0.0,0.5520833333333334
mason,agent,1.0,0.5624394266666667,0.0,-1.9369804766666665,1.0,7.582077542733334,0.0,-0.2916666666666667,0.0,-1.6354166666666667,1.0,0.9390793144702912,0.0,-1.5833740234375,0.0,-4.175284288666667,0.0,-1.1602948266666666,1.0,14.911149109066669,0.0,-1.36247252424558,0.0,-2.2899608686566357,0.3333333333333333,-0.0208333333333333,0.0,-3.496383705,0.3333333333333333,0.0462643305460611,0.0,-2.9459747750000003,0.0,-4.253936619,1.0,0.7240397135416666
material,patient,1.0,-2.1157986,1.0,-2.1625518265,0.25,0.632571145,0.0,0.39459228515625,1.0,-2.2190093994140625,0.75,-0.0824108123779296,1.0,-1.1875,1.0,-3.57985678,1.0,-1.030067425,1.0,-16.911482503985003,1.0,-1.5102939382195473,1.0,-1.5684265904128551,1.0,-0.39849853515625,1.0,-6.412485351575,0.0,0.213440179824829,1.0,-3.66743087675,1.0,-0.9029795925,0.25,0.21875
meat,patient,1.0,-1.956932181428572,1.0,-2.3324706942857145,0.1428571428571428,1.6301435741428574,0.7142857142857143,-0.0446428571428571,1.0,-2.0242396763392856,0.0,0.1780569893973214,1.0,-2.107448032924107,1.0,-5.3053029514285726,1.0,-1.047968162857143,1.0,-18.48218316311714,1.0,-2.78873329183885,1.0,-2.358263704393591,1.0,-0.6917550223214286,1.0,-3.2217895480714285,1.0,-0.4115856673036302,1.0,-3.4846193067857145,1.0,-2.481510411714286,0.2857142857142857,0.0290178571428571
mirror,patient,1.0,-1.2603273,1.0,-2.569669041333333,0.0,5.344218385333334,0.3333333333333333,0.0208333333333333,1.0,-2.02081298828125,1.0,-0.4154281616210937,1.0,-1.0835774739583333,1.0,-4.5840556396666665,1.0,-1.2012429466666663,1.0,-16.3771379063,1.0,-1.7032064100106556,1.0,-2.484312981367111,1.0,-0.55224609375,1.0,-5.196428817466667,1.0,-0.4602753221988678,1.0,-2.694327646666667,1.0,-2.0223458666666665,0.0,0.4166666666666667
model,patient,1.0,-1.89142881,1.0,-2.033276505,0.0,4.20149241,0.5,0.0,1.0,-2.39031982421875,1.0,-0.2399101257324218,1.0,-0.874755859375,1.0,-3.875550137,1.0,-0.6007913600000001,1.0,-9.98719835493,1.0,-0.8834609836339951,1.0,-2.279993541538716,1.0,-0.140625,1.0,-5.860629404999999,1.0,-0.7246117442846297,1.0,-1.95633424,1.0,-3.0649382765,0.0,0.375
motorcycle,patient,1.0,-1.24598413,1.0,-2.041457655,0.0,2.081229135,0.0,0.359375,1.0,-1.929595947265625,1.0,-0.6943626254796982,1.0,-0.62530517578125,1.0,-4.3800604785,1.0,-0.8836731775,1.0,-12.9401376211075,1.0,-2.6281547918915757,1.0,-1.7992770783603191,1.0,-0.5235595703125,1.0,-2.6803121795,0.5,0.0814576148986816,1.0,-3.4142759785,1.0,-2.212153543,0.0,0.3671875
motorist,agent,0.0,-1.2142714625,0.0,-1.91718584,1.0,3.694127312,1.0,0.56634521484375,0.0,-1.63665771484375,0.0,-1.249109260737896,0.0,-0.5625,0.0,-2.20802307,0.0,-0.83582979,1.0,13.695568462562498,0.0,-1.239032730460167,0.0,-1.7427697367966175,1.0,0.3828125,0.0,-1.5421831575000002,0.75,0.290765032172203,0.0,-2.9611826985,0.0,-2.58184300025,1.0,0.42181396484375
mountain,patient,1.0,-2.1802226200000003,1.0,-2.300147905,0.0,0.6668494500000001,0.5,-0.0234375,1.0,-2.453216552734375,1.0,-0.562313050031662,1.0,-1.87530517578125,1.0,-5.621905678,1.0,-0.65927594,1.0,-17.5394742767,1.0,-2.275863647460937,1.0,-2.917291084304452,1.0,-0.9376220703125,1.0,-6.2771589223,1.0,-0.5159421265125275,1.0,-2.91877632,1.0,-4.1876749615,1.0,-0.1484375
mover,agent,0.0,-0.5418396650000001,0.0,-2.34615214,1.0,3.593947575,1.0,0.3828125,0.0,-2.320159912109375,1.0,0.6008377075195312,0.0,-0.624755859375,0.0,-3.3197582175,0.0,-1.09025006,1.0,14.69579125045,0.0,-1.9187392890453336,0.0,-1.7967839017510414,0.0,-0.234375,0.0,-1.076516145,0.0,-1.087696522474289,0.0,-2.4894608505,0.0,-3.3346684035000003,1.0,0.234375
mushroom,patient,1.0,-2.834917056333333,1.0,-2.72941582,1.0,-1.4443551133333334,0.3333333333333333,-0.015625,1.0,-1.281494140625,0.0,1.2022145489851634,1.0,-1.833251953125,1.0,-5.899921716166666,1.0,-1.0851331966666666,1.0,-15.495679145136668,1.0,-3.670038839181264,1.0,-2.765241637825966,1.0,-0.95849609375,1.0,-5.374025763866666,0.0,0.3614892959594727,1.0,-4.158731285666666,1.0,-3.862809713,0.3333333333333333,0.0989583333333333
musician,agent,0.0,-0.3114063399999999,0.0,-1.99348755,1.0,5.061835723166666,0.0,-0.515380859375,0.0,-1.1565755208333333,0.3333333333333333,0.1340433557828268,0.0,-1.8336181640625,0.0,-4.68893079,0.0,-0.6436271600000001,1.0,16.2582107373,0.0,-1.6956583311160405,0.0,-1.7191276550292969,1.0,0.3333333333333333,0.0,-3.224339323333333,1.0,0.5965684354305267,0.0,-2.5724860966666667,0.0,-2.3980488816666674,1.0,0.3074544270833333
narrator,agent,0.5,-0.0677395849999999,0.0,-2.0954579950000003,1.0,7.4492162021,1.0,0.1875,0.0,-1.265625,1.0,0.2463836669921874,0.0,-0.749755859375,0.0,-3.74267147,0.0,-0.84578321,1.0,15.4273197325,0.0,-1.1338348239660263,0.0,-1.3568830639123917,1.0,0.6876220703125,0.0,-3.14110785,1.0,0.0849261283874511,0.0,-3.372299565,0.0,-3.04560647,1.0,0.734130859375
notetaker,agent,0.0,-0.99240277,0.0,-1.84771255,1.0,7.80368030245,1.0,0.1484375,0.0,-1.0313720703125,1.0,0.7187919616699219,0.0,-1.25030517578125,0.0,-4.20821911,0.0,-0.80569179,1.0,14.82402226615,0.0,-0.7559166252613068,0.0,-1.9514484629035,1.0,0.484375,0.0,-5.8399604075,1.0,1.286841869354248,0.0,-4.308018508,0.0,-3.8360121485,1.0,0.461181640625
novel,patient,1.0,-1.98073826,1.0,-1.9997578033333328,0.0,3.876928254000001,0.0,1.0936686197916667,1.0,-1.5989990234375,0.6666666666666666,0.0061238606770833,0.3333333333333333,0.0,1.0,-2.953653801666667,1.0,-0.8224980299999999,1.0,-16.44656494841333,1.0,-0.6252466936906177,1.0,-1.4930423249801,0.3333333333333333,-0.03125,1.0,-4.181012679666667,0.0,1.2843892176946003,1.0,-3.299695847,0.0,0.4597979633333333,0.0,0.51025390625
novelist,agent,0.5,0.1116790800000001,0.0,-1.944951155,1.0,10.38730346995,1.0,0.6331787109375,0.0,-1.0076904296875,1.0,1.1942557990550997,0.0,-0.5,0.0,-2.57877006,0.0,-0.85974693,1.0,14.558993968085,0.0,-1.1095733791589737,0.0,-1.230823993682861,1.0,0.5625,0.0,-2.57890411,1.0,2.0889009796082973,0.0,-3.906505319,0.0,-3.0340161365,1.0,0.851318359375
orator,agent,0.0,-0.0209150649999999,0.0,-1.65967181,1.0,4.588994337999999,1.0,0.2734375,0.0,-1.34356689453125,1.0,1.1050987541675568,0.0,-0.875,0.0,-2.42079533,0.0,-0.98762519,1.0,14.08693502455,0.0,-0.4854736328125,0.0,-1.8175611644983287,1.0,0.6873779296875,1.0,1.8266797235,1.0,0.7112441658973695,0.0,-2.6143527325,0.0,-3.1940697570000003,1.0,0.6639404296875
packaging,patient,1.0,-0.855168085,1.0,-2.11523144,0.0,4.643351005,0.0,0.19140625,1.0,-1.8323974609375,0.0,0.2123098373413086,1.0,-0.50006103515625,1.0,-3.87448249225,1.0,-1.054956795,1.0,-13.729565143115002,1.0,-2.026479721069336,1.0,-2.0498178303241734,1.0,-0.6796875,1.0,-2.2928277725000004,1.0,-0.3372595310211181,1.0,-1.8619831165,1.0,-1.75985362,0.25,0.21875
painter,agent,0.25,-0.3328043549999999,0.0,-1.899500765,1.0,7.036170838575,0.75,0.05859375,0.0,-1.844024658203125,0.25,-0.1358089596033095,0.0,-1.5623779296875,0.0,-4.31119947,0.0,-0.9076552525,1.0,15.60806821385,0.0,-1.3676185607910156,0.0,-2.2930629029870038,1.0,0.171875,0.0,-6.22059268,1.0,0.321351058781147,0.0,-3.2018965180000003,0.0,-3.395086978,1.0,0.47259521484375
panel,patient,1.0,-2.4627650975,1.0,-2.30029715775,0.25,2.15175708425,0.0,0.17578125,1.0,-2.17193603515625,1.0,-0.186605453491211,1.0,-1.562591552734375,1.0,-5.41922431075,1.0,-1.0798124875,0.75,-2.5836416099750004,1.0,-0.6386184841394424,1.0,-2.5488546062260866,1.0,-0.9141845703125,1.0,-6.885166687825,0.75,-0.0656559467315673,1.0,-2.57905212675,1.0,-2.43501278575,0.25,0.2890625
paper,patient,1.0,-0.8221052875,1.0,-2.101406986,0.0,3.697674852875,0.25,-0.00390625,1.0,-2.0665435791015625,1.0,-0.2505855560302734,1.0,-1.812225341796875,1.0,-4.632109412749999,1.0,-0.712873495,1.0,-14.93127217959,1.0,-2.088195826858282,1.0,-1.5641796551644802,1.0,-1.1800537109375,1.0,-4.2459680099,1.0,-0.8855059295892715,1.0,-2.71712620075,1.0,-2.23149833675,0.0,0.3162841796875
passage,patient,1.0,-2.124133051666667,1.0,-2.293446774166666,0.6666666666666666,-1.7785496718333336,0.0,0.1302083333333333,1.0,-3.043818155924479,1.0,-0.2434463500976562,1.0,-0.8331298828125,1.0,-4.034827958166667,1.0,-1.059344946666667,1.0,-16.620086254935,1.0,-0.1680386861165364,1.0,-1.7769767493009567,1.0,-0.3072916666666667,1.0,-2.5982865816666663,0.0,0.2018486658732096,1.0,-3.4261988281666667,1.0,-0.5025534866666665,0.0,0.1458333333333333
pastry,patient,1.0,-2.3750839366666665,1.0,-2.783176311666667,1.0,-2.407665254,1.0,-0.1041666666666666,1.0,-1.7239583333333333,0.0,0.8282420039176941,1.0,-1.3332926432291667,1.0,-6.007074893333333,1.0,-1.5118605066666666,1.0,-14.785263414366668,1.0,-2.711044286688169,1.0,-2.8234637156128883,1.0,-0.5726725260416666,1.0,-7.9463746739333345,1.0,-1.0807752509911854,1.0,-5.299975428333333,1.0,-3.940560162666667,0.3333333333333333,0.1770833333333333
patissier,agent,0.3333333333333333,-0.2636186833333334,0.0,-2.2488161006666663,1.0,2.618675757666667,0.0,-0.34375,0.0,-1.4219563802083333,1.0,0.3260370890299479,0.0,-1.1663411458333333,0.0,-4.757643287,0.0,-1.09837215,1.0,13.254253118766668,0.0,-1.3843587338924408,0.0,-2.6279745250940323,1.0,0.3020833333333333,0.0,-4.1687619807,1.0,0.5921366910139718,0.0,-3.845081739,0.0,-4.9028582363333335,0.6666666666666666,0.2395833333333333
pattern,patient,1.0,-2.19630472,1.0,-2.649320266,0.8,-1.8502257456,0.2,0.01875,1.0,-3.0714599609375,1.0,-0.4750823974609375,1.0,-1.600244140625,1.0,-5.1844649526,1.0,-1.035092924,1.0,-15.49351837895,0.0,0.0432373046875,1.0,-2.4542623311281204,1.0,-0.8939453125,1.0,-7.651617834475999,1.0,-0.7269458770751953,1.0,-3.3223504136,1.0,-2.33510306,0.2,0.178125
peddler,agent,0.0,-0.6380217066666667,0.0,-2.13269228,1.0,6.808840315566667,1.0,0.296875,0.0,-1.895751953125,1.0,1.4425710042317708,0.0,-0.8331705729166666,0.0,-1.9632519,0.0,-1.4776318533333337,1.0,14.090204727133331,0.0,-0.883361836274465,0.0,-2.2157431120673814,0.6666666666666666,0.0,1.0,2.0803911333333334,1.0,1.0764611661434174,0.0,-3.47287856,0.0,-3.073347937333333,1.0,0.4791666666666667
pepper,patient,1.0,-2.1970397966666666,1.0,-2.5327104686666666,1.0,-1.842706705,0.0,0.1770833333333333,1.0,-1.5362955729166667,0.0,0.8623453577359518,1.0,-1.3329671223958333,1.0,-5.310815164,1.0,-1.207394216666667,1.0,-17.798261668576668,1.0,-3.0876515929897628,1.0,-2.5168495029211044,1.0,-0.9169108072916666,1.0,-6.100727719866666,0.0,0.1635198593139648,1.0,-3.983255642333333,1.0,-3.4179650826666665,0.0,0.3800455729166667
person,agent,0.0,-1.1229307996666664,0.0,-2.1224504645333337,0.8333333333333334,3.272624668366667,0.8,0.1562418619791666,0.0,-2.307908121744792,0.9666666666666668,0.3423538108666737,0.0,-0.9832804361979168,0.0,-4.013061279333332,0.0,-0.797660598,1.0,14.247153046581335,0.0,-0.5941899587710698,0.0,-1.730449615418911,0.0,-0.3541422526041666,0.0,-7.104273007400001,0.9333333333333332,0.3038304924964904,0.0,-3.0670560845333346,0.0,-4.28753507515,0.9,0.3609700520833333
photographer,agent,1.0,0.4380610349999999,0.0,-1.83966732,1.0,10.9439616646,1.0,0.234375,0.0,-1.62506103515625,1.0,0.0806999206542968,0.0,-0.624755859375,0.0,-3.714733535,0.0,-0.52701105,1.0,16.0320828949,0.0,-1.3465881943702698,0.0,-2.221298713237047,1.0,0.375,0.5,-0.1982030499999999,1.0,0.4647951126098633,0.0,-1.514492825,0.0,-3.3353045665,1.0,0.6248779296875
pianist,agent,0.5,-0.221601045,0.0,-1.93614582,1.0,8.1663968757,0.0,-0.390625,0.0,-1.6097412109375,1.0,0.1718292236328124,0.0,-1.37469482421875,0.0,-5.4156352635,0.0,-0.669566565,1.0,14.9672871485,0.0,-1.4663085341453552,0.0,-1.9041370823979376,1.0,0.234375,0.0,-5.6149982385,0.0,-0.2193708419799804,0.0,-2.9409917525000004,0.0,-3.256029115,1.0,0.5933837890625
piano,patient,1.0,-1.09917573,1.0,-2.30323781,0.0,5.1613984505,1.0,-0.6483154296875,1.0,-2.11676025390625,0.0,0.3966331481933595,1.0,-1.75006103515625,1.0,-6.3942109485,1.0,-0.96686736,0.0,2.685331197,1.0,-3.30184169113636,1.0,-2.045634739100933,1.0,-0.640625,1.0,-7.9849778571,1.0,-0.6931166350841521,1.0,-3.0305726925,1.0,-1.9962092,0.0,0.3515625
pie,patient,1.0,-2.3013997746666663,1.0,-2.77097862,1.0,-1.8301388733333328,0.6666666666666666,-0.0885416666666666,1.0,-2.0316569010416665,0.0,0.3255640566349029,1.0,-1.0834147135416667,1.0,-5.966793380000001,1.0,-1.50238226,1.0,-12.43693048735,1.0,-2.831522631148498,1.0,-2.9654890348513923,1.0,-0.8545735677083334,1.0,-9.804952455543331,1.0,-1.162799209356308,1.0,-5.245849258,1.0,-3.354084215,0.3333333333333333,0.1875
pilot,agent,0.1428571428571428,-0.3911933485714284,0.0,-1.672774925714286,1.0,9.25887316337143,1.0,1.0066615513392858,0.0,-1.6539829799107142,0.1428571428571428,-0.1849610464913504,0.0,-0.9286063058035714,0.0,-3.982024658571429,0.0,-0.7888406928571429,1.0,15.499803775839998,0.0,-1.1012878375394004,0.0,-1.9001427910157611,0.4285714285714285,-0.0133928571428571,0.0,-2.897938460428571,0.8571428571428571,0.530817300081253,0.0,-2.434248859142857,0.0,-2.343956845714285,1.0,0.4999302455357143
pizza,patient,1.0,-2.33773982,1.0,-2.427556973333333,1.0,-1.7598112133333332,1.0,-0.2083333333333333,1.0,-1.7447916666666667,0.0,0.3856430252393086,1.0,-1.0836588541666667,1.0,-5.152765466666667,1.0,-1.682664196666667,1.0,-16.46708265032,1.0,-2.840398179988066,1.0,-2.365506755808989,1.0,-0.7294921875,1.0,-6.010296524666667,0.0,0.3803834915161133,1.0,-4.9613613113333335,1.0,-3.306122164,0.3333333333333333,0.1302083333333333
plane,patient,1.0,-1.53389499,1.0,-2.618383888333333,0.0,4.6037245360000005,0.0,0.7288411458333334,1.0,-2.2132771809895835,0.0,0.8348388671875,1.0,-1.2497151692708333,1.0,-4.923228993,1.0,-0.9457359233333332,0.0,12.386605582346666,1.0,-1.5429941912492116,1.0,-2.173630734284719,1.0,-0.7914225260416666,1.0,-3.001818852,1.0,-0.8179327646891276,1.0,-2.8776364900000004,1.0,-1.41363199,0.0,0.3333333333333333
poem,patient,1.0,-2.08781234,1.0,-2.44635876,1.0,-2.479126075,1.0,-0.09375,1.0,-2.49920654296875,1.0,-0.2248038947582244,1.0,-1.75,1.0,-4.4501196575,1.0,-0.80240435,1.0,-17.09190294874,1.0,-1.3897819221019745,1.0,-2.093998447060585,1.0,-0.62548828125,1.0,-8.9569665165,1.0,-0.0314307212829589,1.0,-3.13707507,1.0,-1.33520219,0.0,0.1953125
poet,agent,0.5,-0.440433,0.0,-2.08673087,1.0,7.83815625025,1.0,0.375,0.0,-1.61749267578125,0.5,-0.0136489868164062,0.0,-2.00054931640625,0.0,-4.6574245075,0.0,-0.8795528699999999,1.0,15.12174122788,0.0,-1.495224043726921,0.0,-1.8515630140900612,1.0,0.3438720703125,0.0,-6.46842906475,1.0,0.8345074504613876,0.0,-3.6520383675,0.0,-3.7764746975,1.0,0.718994140625
portraitist,agent,0.75,0.220953035,0.0,-1.7598975075,1.0,8.95051696775,0.75,0.05859375,0.0,-1.804351806640625,1.0,1.2326870188117027,0.0,-1.437469482421875,0.0,-3.0559517175,0.0,-0.8743671799999999,1.0,13.8229096912,0.0,-0.4208106845617294,0.0,-1.997294008731842,1.0,0.4609375,0.5,-0.625203425,1.0,0.1373562812805175,0.0,-3.2463609075,0.0,-4.09211876525,0.75,0.35931396484375
pot,patient,1.0,-1.3135485433333336,1.0,-2.669707442,0.0,3.9990514833333335,0.3333333333333333,0.0520833333333333,1.0,-2.10357666015625,0.6666666666666666,-0.0390904744466145,1.0,-1.0000813802083333,1.0,-4.558854422666667,1.0,-1.1190611233333334,1.0,-10.796053198849998,1.0,-2.512888595461846,1.0,-2.5094184751311936,1.0,-1.1666259765625,1.0,-5.163496011233334,1.0,-0.3654410243034363,1.0,-3.3037792636666663,1.0,-2.1081930066666668,0.0,0.203125
potato,patient,1.0,-2.4576106933333333,1.0,-2.853065415,1.0,-2.33883711,0.6666666666666666,-0.0625,1.0,-1.770751953125,0.0,0.846713105837504,1.0,-1.666748046875,1.0,-6.3826618286666665,1.0,-1.56636871,1.0,-17.974970670013334,1.0,-4.170934083561103,1.0,-2.6723721846938133,1.0,-0.937744140625,1.0,-9.19078088822,1.0,-0.3473707834879556,1.0,-5.498821160000001,1.0,-4.621099437000001,0.3333333333333333,0.0833333333333333
potter,agent,1.0,1.1023226700000002,0.0,-2.1252918386666666,1.0,8.633703127066667,0.0,-0.3489583333333333,0.0,-1.6352945963541667,1.0,0.6924922068913778,0.0,-1.3336588541666667,0.0,-5.703631020333333,0.0,-0.7527733200000001,1.0,14.400322463066669,0.0,-0.9020182092984518,0.0,-2.255571370323499,0.0,-0.1875,0.0,-7.331516333433334,1.0,0.6207380394140879,0.0,-3.3078903106666666,0.0,-4.718440393666668,1.0,0.4635416666666667
product,patient,1.0,-1.6459629566666667,1.0,-2.0544630466666667,0.0,5.9197316896666665,0.0,0.59912109375,1.0,-1.8642578125,0.0,1.3991546332836151,1.0,-0.8331705729166666,1.0,-2.64542728,1.0,-0.9667180466666668,1.0,-15.863264627253336,1.0,-0.8199233710765839,1.0,-1.8938410530487693,1.0,-0.4271647135416667,0.6666666666666666,-0.6269174666666669,0.0,0.9512198766072592,1.0,-2.8934602913333336,0.3333333333333333,-0.0250254033333333,0.0,0.3958333333333333
professor,agent,0.0,-0.352927125,0.0,-1.59216888,1.0,11.71992352625,0.5,-0.078125,0.0,-1.781005859375,1.0,1.0567550361156464,0.0,-1.49981689453125,0.0,-2.039838415,0.0,-0.5930909500000001,1.0,17.106054909149996,0.0,-1.1062698066234589,0.0,-1.004090815782547,1.0,0.3751220703125,0.0,-1.3159604499999995,1.0,0.5092449188232422,0.0,-2.627363452,0.0,-3.617510632,1.0,0.679443359375
proposal,patient,1.0,-1.17386345,1.0,-1.808277105,0.0,4.9456073762,0.0,0.5782470703125,1.0,-1.99945068359375,0.0,0.3006515502929687,0.5,-0.125,1.0,-3.60899068,1.0,-1.1545181100000002,1.0,-11.486917854525,0.0,0.0485305786132812,1.0,-1.486000008881092,0.5,0.03125,1.0,-2.296651275,0.0,0.7438254058361055,1.0,-3.4390403110000003,1.0,-2.043369575,0.0,0.8436279296875
pumpkin,patient,1.0,-1.85074278,1.0,-2.61899031125,0.0,1.718292816,1.0,-0.58978271484375,1.0,-1.37481689453125,0.25,0.0685157775878906,1.0,-1.312530517578125,1.0,-6.765815355725,1.0,-1.2246227125,1.0,-15.632837219195,1.0,-3.93473440874368,1.0,-2.8981177154928446,1.0,-0.836181640625,1.0,-6.595052697915,1.0,-0.3254544734954833,1.0,-5.096716962125001,1.0,-4.59410959775,0.0,0.23828125
quilt,patient,1.0,-2.3472209925,1.0,-2.83840798375,0.5,-0.7723011927500001,1.0,-0.2421875,1.0,-2.3870391845703125,0.0,0.2545757293701171,1.0,-0.99993896484375,1.0,-4.834446327249999,1.0,-1.5696425374999998,1.0,-13.9827203192775,1.0,-1.5115699842572212,1.0,-2.3316154032945637,1.0,-0.46087646484375,1.0,-7.272256962949999,1.0,-1.089625857770443,1.0,-5.30312366525,1.0,-3.14159960375,0.5,-0.11328125
racer,agent,0.0,-1.0229404425,0.0,-2.138099621,1.0,3.71198311425,0.75,0.02734375,0.0,-1.757965087890625,0.75,0.0252342224121093,0.0,-1.5626220703125,0.0,-4.50811217375,0.0,-0.8294007124999999,1.0,9.8589151831,0.0,-1.9456176608800893,0.0,-1.7312164083123207,1.0,0.265625,0.0,-1.763844685,1.0,0.7557752430438994,0.0,-3.07228131675,0.0,-3.0672500910000005,1.0,0.46893310546875
report,patient,1.0,-2.4075142375,1.0,-1.996056435,1.0,-1.0960525849999998,0.0,0.0078125,1.0,-2.31243896484375,0.5,0.0500946044921875,1.0,-0.8748779296875,1.0,-3.564213303,1.0,-1.185118615,1.0,-17.21540158405,1.0,-0.263671875,1.0,-1.7039374858140943,0.0,0.015625,1.0,-2.36511913,0.0,1.076059341430664,1.0,-2.171472805,0.5,-0.0634426899999999,0.0,0.413818359375
roadtripper,agent,0.0,-1.31376468,0.0,-2.2952538275,1.0,1.194010335,1.0,0.2890625,0.0,-1.2972412109375,1.0,0.6067847907543182,0.0,-1.1251220703125,0.0,-3.629484912,0.0,-1.043551435,1.0,12.05869516755,0.0,-0.6022872477769851,0.0,-2.262679163366556,1.0,0.375,0.0,-2.1936363200000004,1.0,0.6311454921960831,0.0,-3.229634452,0.0,-3.9452102835,1.0,0.3515625
routine,patient,1.0,-0.98948645,1.0,-2.2735425,0.0,3.555992566,0.0,0.265625,1.0,-2.31158447265625,1.0,-0.5274009704589839,1.0,-1.5001220703125,1.0,-3.21400237,1.0,-1.36921496,0.0,4.614771796,0.0,0.2504577636718751,1.0,-1.85999782383442,1.0,-0.03125,0.0,1.91541288,0.0,0.2219552993774414,1.0,-3.058317177,1.0,-0.1820296999999999,1.0,-0.09375
salesman,agent,0.3333333333333333,-0.2582716266666667,0.0,-1.6176310699999998,1.0,12.517837817033334,1.0,1.2966715494791667,0.0,-1.1146647135416667,1.0,1.5493443806966145,0.6666666666666666,-0.166748046875,1.0,2.001408666666667,0.0,-0.6379795133333334,1.0,16.576549338613333,0.0,-0.2031707763671875,0.0,-1.5964104135831196,1.0,0.739501953125,1.0,5.0853162,1.0,2.008111909031868,0.0,-1.73511757,0.0,-1.1206818266666667,1.0,0.7447102864583334
saleswoman,agent,0.6666666666666666,0.0532568933333333,0.0,-1.8497369,1.0,11.376457148166663,1.0,1.08349609375,0.0,-0.7967936197916666,1.0,1.5655034482479095,1.0,0.0,0.0,-1.0895836566666668,0.0,-0.7324206433333332,1.0,15.939585558699996,1.0,0.3754425247510274,0.0,-1.649147962530454,1.0,0.72900390625,0.3333333333333333,-0.3420981666666666,1.0,1.8064616868893304,0.0,-1.5802777099999998,0.0,-1.913049785,1.0,0.58837890625
